customer_id,country,completed_revenue,completed_orders,units_sold,average_order_value,first_order_date,last_order_date,revenue_rank
12885,United Kingdom,1175.22,3,655,391.74,2011-08-08,2011-10-07,2445
12915,United Kingdom,1174.75,4,452,293.69,2010-04-29,2011-07-14,2446
12640,France,1174.58,3,311,391.53,2011-09-19,2011-11-16,2447
14126,United Kingdom,1172.46,4,887,293.12,2010-09-21,2011-12-02,2448
14818,United Kingdom,1170.41,6,546,195.07,2010-03-02,2011-09-27,2449
12691,France,1170.4,7,445,167.2,2010-10-15,2011-11-11,2450
17373,United Kingdom,1167.5,7,738,166.79,2010-02-28,2011-10-30,2451
17664,United Kingdom,1166.23,4,1058,291.56,2010-03-29,2011-11-21,2452
17812,United Kingdom,1165.89,7,612,166.56,2010-06-27,2011-11-27,2453
14693,United Kingdom,1165.36,7,388,166.48,2010-07-02,2011-03-20,2454
14261,United Kingdom,1163.45,2,406,581.73,2011-09-22,2011-10-20,2455
17525,United Kingdom,1161.9,3,338,387.3,2010-10-07,2010-12-15,2456
12546,Spain,1161.5,2,633,580.75,2011-09-23,2011-10-24,2457
12972,United Kingdom,1161.2,4,844,290.3,2010-02-16,2010-10-22,2458
13897,United Kingdom,1160.72,3,820,386.91,2010-01-31,2011-10-20,2459
13459,United Kingdom,1160.41,2,986,580.2,2010-01-26,2010-03-25,2460
15088,United Kingdom,1160.07,2,460,580.03,2011-10-03,2011-11-18,2461
16838,United Kingdom,1159.61,4,509,289.9,2010-02-14,2011-05-26,2462
13499,United Kingdom,1159.11,5,1365,231.82,2011-03-15,2011-11-22,2463
17513,United Kingdom,1158.8,3,440,386.27,2010-08-17,2011-09-28,2464
16184,United Kingdom,1158.79,6,561,193.13,2011-05-12,2011-10-06,2465
12439,Cyprus,1158.18,2,484,579.09,2009-12-14,2010-01-26,2466
15028,United Kingdom,1157.71,6,796,192.95,2010-11-10,2011-12-01,2467
15879,United Kingdom,1157.3,4,643,289.32,2009-12-17,2010-10-31,2468
17169,United Kingdom,1156.73,3,671,385.58,2010-05-10,2011-10-13,2469
13744,United Kingdom,1156.36,2,1249,578.18,2011-02-20,2011-09-05,2470
14788,United Kingdom,1156.32,3,719,385.44,2010-04-22,2011-12-02,2471
17127,United Kingdom,1155.03,5,340,231.01,2009-12-04,2010-10-07,2472
16637,United Kingdom,1154.47,4,927,288.62,2011-04-28,2011-11-07,2473
13462,United Kingdom,1153.85,5,697,230.77,2009-12-14,2011-04-01,2474
14475,United Kingdom,1151.15,4,541,287.79,2010-10-27,2011-09-29,2475
12475,Germany,1149.64,2,771,574.82,2010-10-26,2011-10-17,2476
12710,Germany,1149.02,3,851,383.01,2011-05-22,2011-09-04,2477
16521,United Kingdom,1148.01,3,1016,382.67,2010-03-01,2010-10-20,2478
14308,United Kingdom,1147.02,2,2,573.51,2010-06-08,2010-06-08,2479
16766,United Kingdom,1145.6,2,536,572.8,2011-03-11,2011-03-11,2480
17477,United Kingdom,1144.3,2,225,572.15,2010-03-02,2010-04-06,2481
12769,Brazil,1143.6,1,356,1143.6,2011-04-15,2011-04-15,2482
14585,United Kingdom,1143.27,5,630,228.65,2010-10-19,2011-10-20,2483
17770,United Kingdom,1143.27,5,365,228.65,2011-03-02,2011-05-25,2483
18125,United Kingdom,1142.99,4,804,285.75,2011-01-27,2011-11-10,2484
13856,United Kingdom,1142.03,11,1105,103.82,2010-03-30,2011-06-24,2485
18218,United Kingdom,1142.0,4,1076,285.5,2010-02-17,2011-05-12,2486
16769,United Kingdom,1141.75,4,301,285.44,2009-12-14,2011-03-24,2487
16270,United Kingdom,1141.24,1,688,1141.24,2010-12-21,2010-12-21,2488
15586,United Kingdom,1139.1,3,1338,379.7,2010-01-08,2010-04-26,2489
17500,United Kingdom,1138.0,3,17,379.33,2011-11-10,2011-11-22,2490
17302,United Kingdom,1135.63,5,575,227.13,2011-02-07,2011-11-25,2491
17866,United Kingdom,1134.95,3,535,378.32,2009-12-14,2011-07-20,2492
13109,United Kingdom,1134.03,3,757,378.01,2010-06-06,2011-10-11,2493
17137,United Kingdom,1133.63,6,697,188.94,2010-01-31,2010-10-19,2494
16989,United Kingdom,1133.25,6,1233,188.88,2011-07-12,2011-12-02,2495
14375,United Kingdom,1132.99,3,659,377.66,2010-06-16,2011-06-07,2496
15500,United Kingdom,1131.56,4,572,282.89,2011-09-19,2011-12-01,2497
13393,United Kingdom,1131.45,4,662,282.86,2009-12-07,2010-05-05,2498
12616,France,1131.1,3,498,377.03,2010-11-16,2011-09-05,2499
15695,United Kingdom,1131.04,4,484,282.76,2010-01-27,2011-03-18,2500
16014,United Kingdom,1130.27,5,478,226.05,2010-01-31,2011-11-02,2501
17622,United Kingdom,1130.21,2,379,565.11,2010-04-20,2010-04-21,2502
16354,United Kingdom,1129.51,5,599,225.9,2010-04-27,2011-10-07,2503
12427,Germany,1129.3,3,612,376.43,2010-12-03,2011-11-18,2504
13447,United Kingdom,1129.14,3,584,376.38,2011-11-04,2011-11-16,2505
14450,United Kingdom,1128.44,7,522,161.21,2010-04-08,2011-06-12,2506
12373,Austria,1127.65,3,516,375.88,2010-02-04,2011-02-01,2507
14671,United Kingdom,1127.45,2,571,563.73,2010-05-20,2010-06-08,2508
15969,United Kingdom,1127.05,5,223,225.41,2010-07-05,2011-12-07,2509
12503,Spain,1126.0,1,561,1126.0,2010-05-04,2010-05-04,2510
13167,United Kingdom,1125.15,5,1007,225.03,2010-11-14,2011-11-21,2511
13778,United Kingdom,1124.49,4,511,281.12,2010-05-23,2011-08-28,2512
14917,United Kingdom,1123.75,2,891,561.88,2010-04-22,2010-04-22,2513
16916,United Kingdom,1123.4,4,764,280.85,2010-10-20,2011-11-16,2514
15436,United Kingdom,1122.53,3,613,374.18,2011-04-19,2011-11-27,2515
17492,United Kingdom,1122.42,3,450,374.14,2010-07-09,2011-04-05,2516
13486,United Kingdom,1122.41,3,669,374.14,2011-07-07,2011-09-22,2517
17562,United Kingdom,1122.38,7,817,160.34,2011-06-19,2011-11-25,2518
13368,United Kingdom,1121.5,4,606,280.38,2010-10-12,2011-03-28,2519
16895,United Kingdom,1121.42,5,433,224.28,2010-02-12,2011-10-06,2520
13589,United Kingdom,1120.74,6,293,186.79,2009-12-06,2011-11-25,2521
17007,United Kingdom,1120.1,7,717,160.01,2010-09-28,2011-10-20,2522
17871,United Kingdom,1118.99,5,713,223.8,2010-01-15,2011-05-19,2523
17423,United Kingdom,1118.95,3,790,372.98,2010-11-11,2011-10-24,2524
16430,United Kingdom,1117.94,7,307,159.71,2010-01-27,2011-10-13,2525
17788,United Kingdom,1117.9,2,211,558.95,2011-08-02,2011-09-27,2526
16278,United Kingdom,1117.84,3,342,372.61,2010-07-28,2011-08-31,2527
14971,United Kingdom,1116.57,3,644,372.19,2011-10-27,2011-11-04,2528
14966,United Kingdom,1115.84,6,1098,185.97,2009-12-15,2011-11-25,2529
14080,United Kingdom,1115.68,5,268,223.14,2009-12-02,2011-11-07,2530
13509,United Kingdom,1114.72,8,1214,139.34,2010-07-20,2011-12-01,2531
16203,United Kingdom,1114.54,6,607,185.76,2010-07-23,2011-10-12,2532
14672,United Kingdom,1113.14,4,646,278.29,2010-01-28,2011-04-19,2533
12679,France,1113.02,4,554,278.25,2011-03-01,2011-10-12,2534
12648,Germany,1112.0,4,518,278.0,2010-01-07,2011-07-08,2535
16139,United Kingdom,1111.15,5,602,222.23,2009-12-03,2011-11-21,2536
16702,United Kingdom,1110.83,4,692,277.71,2009-12-07,2010-10-20,2537
15069,United Kingdom,1109.53,1,520,1109.53,2011-06-13,2011-06-13,2538
15559,United Kingdom,1109.4,1,526,1109.4,2010-05-20,2010-05-20,2539
15828,United Kingdom,1108.82,1,367,1108.82,2010-11-29,2010-11-29,2540
15933,United Kingdom,1107.46,3,885,369.15,2011-09-14,2011-11-18,2541
14891,United Kingdom,1106.73,4,788,276.68,2010-09-29,2011-07-14,2542
14805,United Kingdom,1104.64,7,421,157.81,2010-03-28,2011-11-24,2543
16391,United Kingdom,1103.61,4,748,275.9,2010-05-27,2010-11-04,2544
12434,Australia,1103.43,3,532,367.81,2010-11-23,2011-09-16,2545
16386,United Kingdom,1102.59,3,723,367.53,2010-11-17,2011-11-11,2546
16223,United Kingdom,1102.35,2,651,551.17,2010-11-09,2010-11-30,2547
13295,United Kingdom,1101.97,4,733,275.49,2010-05-12,2010-12-15,2548
14948,United Kingdom,1101.97,6,673,183.66,2011-05-04,2011-11-16,2548
16418,United Kingdom,1101.94,5,580,220.39,2010-10-13,2011-10-26,2549
12785,Portugal,1100.4,3,453,366.8,2009-12-08,2010-12-10,2550
14009,United Kingdom,1099.91,3,951,366.64,2010-09-03,2011-05-25,2551
12421,Spain,1098.6,6,652,183.1,2010-07-22,2011-11-24,2552
13108,United Kingdom,1098.52,2,1043,549.26,2010-09-30,2010-12-02,2553
16805,United Kingdom,1097.24,5,1122,219.45,2009-12-08,2011-06-19,2554
17366,United Kingdom,1096.24,2,510,548.12,2010-09-09,2010-10-03,2555
16533,United Kingdom,1095.56,3,612,365.19,2011-10-02,2011-11-20,2556
13835,United Kingdom,1095.27,7,520,156.47,2010-03-04,2011-11-14,2557
17703,United Kingdom,1094.84,4,897,273.71,2010-10-17,2011-11-04,2558
15745,United Kingdom,1094.59,4,421,273.65,2011-04-17,2011-11-20,2559
13521,United Kingdom,1093.65,3,736,364.55,2011-11-29,2011-12-08,2560
14460,United Kingdom,1093.5,9,1879,121.5,2009-12-15,2011-08-21,2561
12803,Netherlands,1092.81,1,872,1092.81,2010-11-11,2010-11-11,2562
13546,United Kingdom,1092.14,5,589,218.43,2010-10-11,2011-11-27,2563
17726,United Kingdom,1092.06,7,444,156.01,2010-01-26,2010-11-09,2564
14199,United Kingdom,1091.7,4,254,272.93,2010-06-27,2011-05-05,2565
14813,United Kingdom,1090.87,4,474,272.72,2010-04-08,2010-12-05,2566
16211,United Kingdom,1090.59,3,519,363.53,2010-09-27,2011-09-12,2567
13853,United Kingdom,1090.14,1,312,1090.14,2011-10-13,2011-10-13,2568
12534,Germany,1089.18,1,651,1089.18,2011-08-01,2011-08-01,2569
14343,United Kingdom,1088.91,4,631,272.23,2010-01-18,2010-10-14,2570
15254,United Kingdom,1088.35,3,711,362.78,2010-05-28,2011-08-04,2571
15535,United Kingdom,1087.82,6,323,181.3,2010-09-16,2011-06-19,2572
16188,United Kingdom,1087.66,5,838,217.53,2010-10-27,2011-10-26,2573
15763,United Kingdom,1086.92,2,271,543.46,2011-09-23,2011-11-08,2574
14139,United Kingdom,1086.8,4,1049,271.7,2010-06-15,2011-10-24,2575
16298,United Kingdom,1085.7,7,308,155.1,2010-09-23,2011-11-17,2576
14013,United Kingdom,1084.57,5,775,216.91,2010-03-26,2011-08-21,2577
17420,United Kingdom,1084.43,6,499,180.74,2010-11-03,2011-10-20,2578
13467,United Kingdom,1083.71,2,584,541.86,2011-11-03,2011-11-29,2579
13567,United Kingdom,1083.69,4,645,270.92,2010-06-16,2010-10-07,2580
14561,United Kingdom,1080.76,3,1014,360.25,2011-06-08,2011-09-25,2581
13727,United Kingdom,1080.05,8,370,135.01,2009-12-09,2011-11-11,2582
13726,United Kingdom,1079.66,2,1054,539.83,2011-08-31,2011-11-01,2583
12354,Spain,1079.4,1,530,1079.4,2011-04-21,2011-04-21,2584
15546,United Kingdom,1079.1,2,198,539.55,2010-04-12,2010-04-12,2585
14352,United Kingdom,1078.96,4,538,269.74,2011-03-11,2011-07-05,2586
13656,United Kingdom,1078.85,4,862,269.71,2010-04-23,2011-06-28,2587
13607,United Kingdom,1078.31,2,468,539.15,2010-11-02,2011-10-30,2588
16231,United Kingdom,1078.22,4,564,269.56,2010-04-21,2010-11-25,2589
16183,United Kingdom,1077.81,4,351,269.45,2010-10-28,2011-10-03,2590
16642,United Kingdom,1077.45,3,775,359.15,2010-10-20,2011-12-05,2591
16071,United Kingdom,1076.8,4,697,269.2,2010-02-22,2011-10-26,2592
13959,United Kingdom,1076.18,6,700,179.36,2010-07-16,2011-09-21,2593
16048,United Kingdom,1075.23,4,569,268.81,2010-06-08,2010-12-01,2594
15912,United Kingdom,1074.7,9,759,119.41,2009-12-10,2011-06-14,2595
16884,United Kingdom,1073.92,4,521,268.48,2010-05-18,2011-11-02,2596
15238,United Kingdom,1071.99,3,692,357.33,2011-06-08,2011-11-10,2597
12801,Sweden,1071.82,1,505,1071.82,2010-07-27,2010-07-27,2598
17854,United Kingdom,1071.45,6,610,178.58,2009-12-08,2011-06-07,2599
16593,United Kingdom,1071.14,8,377,133.89,2009-12-05,2011-10-20,2600
14484,United Kingdom,1070.98,4,744,267.75,2009-12-17,2011-10-20,2601
17522,United Kingdom,1070.71,5,1034,214.14,2011-05-05,2011-12-08,2602
12728,France,1070.17,5,543,214.03,2010-11-21,2011-09-29,2603
17214,United Kingdom,1069.12,6,276,178.19,2010-12-15,2011-10-10,2604
15626,United Kingdom,1067.52,3,1138,355.84,2010-10-14,2011-09-26,2605
14675,United Kingdom,1066.9,2,726,533.45,2010-11-16,2011-11-23,2606
17277,United Kingdom,1065.35,2,430,532.68,2011-01-21,2011-04-26,2607
15639,United Kingdom,1065.08,3,849,355.03,2010-04-13,2011-07-28,2608
14488,United Kingdom,1064.28,1,799,1064.28,2011-10-03,2011-10-03,2609
15801,United Kingdom,1063.95,3,570,354.65,2011-08-22,2011-10-24,2610
12936,United Kingdom,1063.9,4,559,265.98,2011-09-22,2011-11-22,2611
17849,United Kingdom,1063.76,8,224,132.97,2010-03-14,2011-05-05,2612
12815,Poland,1063.46,2,379,531.73,2011-05-25,2011-07-15,2613
14411,United Kingdom,1063.0,1,196,1063.0,2011-02-02,2011-02-02,2614
14204,United Kingdom,1062.96,4,492,265.74,2009-12-02,2011-12-07,2615
16903,United Kingdom,1062.28,3,747,354.09,2010-10-20,2011-11-10,2616
15026,United Kingdom,1061.61,5,673,212.32,2010-09-17,2011-09-20,2617
17616,United Kingdom,1060.8,4,416,265.2,2010-09-14,2011-06-19,2618
15003,United Kingdom,1060.7,6,547,176.78,2010-01-26,2010-08-23,2619
15706,United Kingdom,1060.56,4,321,265.14,2011-08-15,2011-10-07,2620
17727,United Kingdom,1060.25,1,645,1060.25,2011-11-24,2011-11-24,2621
16261,United Kingdom,1059.45,6,459,176.58,2010-09-23,2011-11-22,2622
17421,United Kingdom,1059.41,3,807,353.14,2009-12-04,2010-11-18,2623
18130,United Kingdom,1059.39,3,824,353.13,2011-10-13,2011-11-24,2624
15850,United Kingdom,1058.72,6,1379,176.45,2009-12-13,2011-11-20,2625
17555,United Kingdom,1057.74,5,747,211.55,2010-05-02,2011-11-20,2626
15407,United Kingdom,1056.44,4,558,264.11,2011-02-07,2011-11-06,2627
14734,United Kingdom,1056.42,4,378,264.11,2010-06-06,2010-10-10,2628
12791,Netherlands,1056.11,6,450,176.02,2010-03-25,2010-12-01,2629
15645,United Kingdom,1055.17,3,396,351.72,2010-10-10,2011-11-21,2630
15977,United Kingdom,1054.73,2,1016,527.37,2011-10-31,2011-11-22,2631
16728,United Kingdom,1054.67,4,677,263.67,2011-03-20,2011-10-24,2632
12716,France,1053.49,2,708,526.75,2011-07-29,2011-12-06,2633
12580,Germany,1052.9,2,569,526.45,2010-05-12,2011-04-07,2634
15886,United Kingdom,1052.87,4,667,263.22,2010-04-20,2011-10-10,2635
15855,United Kingdom,1052.72,6,712,175.45,2010-08-20,2011-07-26,2636
14947,United Kingdom,1049.79,6,416,174.97,2010-03-25,2011-09-28,2637
13775,United Kingdom,1049.66,1,455,1049.66,2010-04-28,2010-04-28,2638
17934,United Kingdom,1049.15,3,628,349.72,2010-10-29,2011-10-19,2639
15464,United Kingdom,1048.85,1,350,1048.85,2011-01-05,2011-01-05,2640
15839,United Kingdom,1048.49,3,675,349.5,2011-07-14,2011-11-06,2641
17578,United Kingdom,1047.33,7,529,149.62,2010-06-28,2011-05-05,2642
17474,United Kingdom,1047.0,1,200,1047.0,2010-04-19,2010-04-19,2643
15091,United Kingdom,1046.61,3,582,348.87,2010-02-03,2011-10-03,2644
14108,United Kingdom,1044.96,4,660,261.24,2009-12-01,2011-11-09,2645
17042,United Kingdom,1044.38,5,994,208.88,2011-04-06,2011-12-07,2646
13359,United Kingdom,1043.31,2,381,521.65,2010-11-01,2011-10-07,2647
16991,United Kingdom,1041.21,1,793,1041.21,2010-10-14,2010-10-14,2648
13613,United Kingdom,1039.85,5,445,207.97,2010-02-17,2010-09-13,2649
13873,United Kingdom,1038.92,8,472,129.87,2010-03-03,2011-08-12,2650
12486,Sweden,1037.28,1,523,1037.28,2010-10-04,2010-10-04,2651
17869,United Kingdom,1036.16,7,560,148.02,2010-06-10,2011-08-24,2652
14902,United Kingdom,1035.62,3,716,345.21,2010-06-04,2011-11-14,2653
17926,United Kingdom,1035.49,5,572,207.1,2010-05-09,2011-07-29,2654
16260,United Kingdom,1035.45,1,311,1035.45,2011-10-20,2011-10-20,2655
16787,United Kingdom,1035.43,4,474,258.86,2010-01-10,2010-11-07,2656
13258,United Kingdom,1035.18,5,451,207.04,2010-11-04,2011-11-28,2657
16441,United Kingdom,1034.43,5,484,206.89,2010-03-22,2011-10-03,2658
12811,Portugal,1033.9,5,435,206.78,2010-10-08,2011-03-24,2659
17980,United Kingdom,1033.42,4,782,258.36,2010-11-11,2011-06-27,2660
17724,United Kingdom,1033.0,3,300,344.33,2011-07-24,2011-09-29,2661
14248,United Kingdom,1032.95,3,692,344.32,2010-07-12,2011-01-25,2662
13000,United Kingdom,1032.5,4,548,258.13,2009-12-14,2011-08-25,2663
17405,United Kingdom,1031.41,3,726,343.8,2011-07-12,2011-12-08,2664
13235,United Kingdom,1031.07,1,441,1031.07,2011-05-11,2011-05-11,2665
16385,United Kingdom,1030.61,5,549,206.12,2010-03-18,2011-10-10,2666
16198,United Kingdom,1030.04,2,384,515.02,2010-09-28,2011-09-25,2667
16284,United Kingdom,1029.77,3,683,343.26,2010-11-11,2011-11-08,2668
14932,Channel Islands,1029.66,2,337,514.83,2010-11-19,2010-12-09,2669
15333,United Kingdom,1028.56,1,344,1028.56,2011-05-15,2011-05-15,2670
16682,United Kingdom,1028.0,5,1040,205.6,2011-06-05,2011-12-05,2671
15104,United Kingdom,1027.44,2,637,513.72,2011-03-02,2011-05-27,2672
16227,United Kingdom,1027.22,3,436,342.41,2010-06-22,2011-04-28,2673
15887,United Kingdom,1027.15,3,605,342.38,2010-06-02,2010-10-29,2674
13956,United Kingdom,1026.42,5,491,205.28,2011-03-13,2011-12-04,2675
17749,United Kingdom,1026.18,3,446,342.06,2010-06-11,2011-06-14,2676
16160,United Kingdom,1025.44,2,1162,512.72,2011-09-15,2011-10-05,2677
13602,United Kingdom,1025.17,4,538,256.29,2010-05-28,2011-10-06,2678
17310,United Kingdom,1025.1,2,402,512.55,2010-06-23,2010-11-17,2679
17362,United Kingdom,1024.04,7,549,146.29,2010-01-06,2011-04-14,2680
16568,United Kingdom,1020.9,2,366,510.45,2010-03-08,2010-10-08,2681
12572,Germany,1020.42,2,452,510.21,2011-10-19,2011-12-01,2682
13376,United Kingdom,1019.76,3,493,339.92,2011-04-19,2011-09-01,2683
18142,United Kingdom,1019.52,2,1276,509.76,2011-05-08,2011-07-05,2684
12403,Denmark,1019.36,2,260,509.68,2010-07-06,2011-10-21,2685
12828,United Kingdom,1018.71,6,494,169.78,2011-08-01,2011-12-07,2686
12905,United Kingdom,1018.42,2,532,509.21,2010-01-26,2010-05-12,2687
12793,Portugal,1017.33,3,526,339.11,2010-11-03,2011-01-09,2688
15970,United Kingdom,1017.32,2,498,508.66,2010-04-20,2011-02-09,2689
12652,Germany,1017.03,2,536,508.51,2010-10-01,2011-01-12,2690
13641,United Kingdom,1016.47,5,1098,203.29,2009-12-05,2010-03-09,2691
16898,United Kingdom,1016.37,5,805,203.27,2010-05-12,2011-11-13,2692
17299,United Kingdom,1016.08,6,934,169.35,2010-08-15,2011-11-28,2693
13333,United Kingdom,1015.74,3,685,338.58,2010-02-19,2010-10-24,2694
17860,United Kingdom,1015.54,4,817,253.88,2009-12-11,2010-12-06,2695
13867,United Kingdom,1015.29,3,513,338.43,2011-05-05,2011-11-08,2696
16623,United Kingdom,1015.24,4,442,253.81,2010-04-26,2011-04-08,2697
14355,United Kingdom,1014.45,3,709,338.15,2010-03-22,2010-12-09,2698
14953,United Kingdom,1013.77,4,1028,253.44,2010-09-30,2011-11-14,2699
12410,Switzerland,1013.71,3,341,337.9,2010-07-25,2011-02-04,2700
13466,United Kingdom,1013.35,5,660,202.67,2010-03-21,2011-06-08,2701
12642,Germany,1013.26,3,552,337.75,2011-08-24,2011-11-14,2702
15951,United Kingdom,1013.17,3,420,337.72,2010-11-23,2011-12-01,2703
16451,United Kingdom,1013.15,3,524,337.72,2009-12-04,2011-09-13,2704
15025,United Kingdom,1013.09,2,515,506.55,2010-05-20,2011-11-06,2705
17197,United Kingdom,1013.01,1,191,1013.01,2011-11-10,2011-11-10,2706
16435,United Kingdom,1011.57,3,609,337.19,2010-07-13,2010-07-15,2707
15713,United Kingdom,1010.79,4,510,252.7,2009-12-16,2011-07-19,2708
13039,United Kingdom,1010.73,4,290,252.68,2009-12-17,2010-05-04,2709
16572,United Kingdom,1009.6,3,532,336.53,2011-03-09,2011-08-04,2710
12862,United Kingdom,1008.32,2,613,504.16,2010-08-01,2010-10-10,2711
14510,United Kingdom,1007.28,3,821,335.76,2010-09-29,2010-11-29,2712
16287,United Kingdom,1006.98,5,1426,201.4,2010-01-19,2011-06-23,2713
13429,United Kingdom,1006.8,4,1390,251.7,2011-09-25,2011-11-29,2714
13238,United Kingdom,1006.63,6,442,167.77,2010-04-28,2011-11-22,2715
15771,United Kingdom,1006.54,3,512,335.51,2010-01-15,2010-04-14,2716
12703,Germany,1006.53,4,595,251.63,2010-01-24,2011-09-29,2717
13427,United Kingdom,1006.53,6,880,167.75,2009-12-17,2011-11-20,2717
13549,United Kingdom,1005.8,8,554,125.72,2010-11-17,2011-11-14,2718
17329,United Kingdom,1004.43,5,432,200.89,2009-12-03,2011-11-25,2719
14214,United Kingdom,1004.38,5,751,200.88,2011-03-07,2011-11-09,2720
15363,United Kingdom,1004.11,2,527,502.06,2010-08-04,2010-12-02,2721
18160,United Kingdom,1003.88,3,519,334.63,2010-11-18,2011-10-13,2722
17987,United Kingdom,1003.64,5,1015,200.73,2010-06-07,2011-06-07,2723
14157,United Kingdom,1002.78,5,540,200.56,2010-03-03,2011-11-20,2724
12446,RSA,1002.31,1,351,1002.31,2011-10-13,2011-10-13,2725
17237,United Kingdom,1002.08,4,415,250.52,2010-11-23,2011-11-28,2726
16535,United Kingdom,1001.59,3,685,333.86,2010-01-28,2011-12-04,2727
16122,United Kingdom,1001.34,6,1398,166.89,2010-10-10,2011-09-27,2728
13857,United Kingdom,1001.01,6,782,166.84,2010-05-17,2010-11-11,2729
17464,United Kingdom,1000.94,3,652,333.65,2010-03-30,2011-07-04,2730
14255,United Kingdom,1000.63,1,1,1000.63,2010-06-11,2010-06-11,2731
12545,Spain,1000.39,2,523,500.19,2011-03-25,2011-09-25,2732
15508,United Kingdom,1000.27,6,440,166.71,2011-04-18,2011-06-03,2733
18143,United Kingdom,1000.16,2,570,500.08,2011-07-21,2011-08-15,2734
13005,United Kingdom,999.68,4,462,249.92,2010-09-08,2011-06-19,2735
12413,Spain,999.45,4,319,249.86,2010-11-02,2011-10-04,2736
17205,United Kingdom,999.35,3,2214,333.12,2010-05-24,2011-10-17,2737
16863,United Kingdom,998.52,3,745,332.84,2010-10-26,2011-11-08,2738
17631,United Kingdom,998.49,7,591,142.64,2009-12-09,2011-12-08,2739
18006,United Kingdom,997.86,4,403,249.47,2009-12-17,2011-11-16,2740
12722,France,997.63,4,566,249.41,2011-07-12,2011-09-15,2741
13965,United Kingdom,996.61,3,425,332.2,2010-01-05,2010-08-20,2742
17883,United Kingdom,995.85,7,481,142.26,2010-02-25,2011-12-06,2743
16699,United Kingdom,994.6,7,640,142.09,2009-12-04,2010-11-24,2744
13292,United Kingdom,994.51,5,530,198.9,2010-07-01,2011-11-01,2745
16009,United Kingdom,992.71,4,378,248.18,2011-07-03,2011-11-17,2746
14223,United Kingdom,991.13,3,585,330.38,2011-03-20,2011-09-08,2747
13559,United Kingdom,990.0,2,360,495.0,2010-06-14,2010-07-15,2748
13245,United Kingdom,989.22,2,371,494.61,2010-10-03,2011-10-20,2749
15973,United Kingdom,988.44,3,301,329.48,2010-10-06,2010-12-08,2750
15176,United Kingdom,988.04,1,448,988.04,2010-02-10,2010-02-10,2751
16130,United Kingdom,987.48,4,296,246.87,2010-04-01,2010-10-13,2752
18237,United Kingdom,987.1,5,622,197.42,2011-07-28,2011-12-07,2753
16376,United Kingdom,987.01,2,694,493.5,2011-11-22,2011-12-01,2754
16661,United Kingdom,986.63,4,385,246.66,2009-12-17,2010-06-17,2755
13439,United Kingdom,986.61,3,952,328.87,2010-07-01,2011-03-29,2756
16254,United Kingdom,985.14,3,549,328.38,2010-03-17,2010-11-26,2757
17144,United Kingdom,984.57,2,483,492.29,2011-09-16,2011-12-08,2758
14142,United Kingdom,983.15,2,831,491.57,2010-03-03,2010-12-01,2759
15109,United Kingdom,983.1,3,258,327.7,2009-12-04,2011-04-08,2760
14138,United Kingdom,982.38,2,610,491.19,2011-10-07,2011-12-08,2761
12541,Spain,981.18,3,680,327.06,2011-03-04,2011-11-10,2762
12543,Spain,980.25,1,688,980.25,2010-09-17,2010-09-17,2763
14230,United Kingdom,979.8,3,246,326.6,2010-06-09,2010-09-30,2764
17369,United Kingdom,979.2,1,1152,979.2,2010-09-10,2010-09-10,2765
13350,United Kingdom,979.12,2,287,489.56,2011-09-21,2011-11-23,2766
17221,United Kingdom,978.52,5,715,195.7,2010-04-11,2011-12-02,2767
15132,United Kingdom,977.93,5,679,195.59,2011-03-22,2011-11-21,2768
14454,United Kingdom,977.3,5,400,195.46,2009-12-06,2010-11-28,2769
17123,United Kingdom,977.17,3,676,325.72,2010-05-16,2011-07-01,2770
15247,United Kingdom,976.06,3,514,325.35,2010-06-20,2011-08-09,2771
15406,United Kingdom,975.87,4,547,243.97,2010-09-12,2011-11-08,2772
15165,United Kingdom,975.5,1,320,975.5,2010-12-01,2010-12-01,2773
15646,United Kingdom,974.61,5,1051,194.92,2010-10-25,2011-07-05,2774
15449,United Kingdom,974.52,3,812,324.84,2011-03-23,2011-11-13,2775
12994,United Kingdom,974.42,3,459,324.81,2011-03-16,2011-12-05,2776
17958,United Kingdom,973.88,2,284,486.94,2009-12-11,2011-08-15,2777
12525,France,973.73,3,509,324.58,2010-03-02,2010-07-29,2778
14350,United Kingdom,972.03,3,543,324.01,2010-10-05,2011-03-10,2779
17100,United Kingdom,971.74,2,800,485.87,2011-11-21,2011-11-21,2780
15208,United Kingdom,970.52,6,356,161.75,2010-10-12,2011-12-08,2781
13223,United Kingdom,969.12,6,568,161.52,2010-02-12,2011-05-23,2782
15907,United Kingdom,967.45,3,509,322.48,2011-05-13,2011-12-06,2783
13204,United Kingdom,966.66,1,428,966.66,2009-12-08,2009-12-08,2784
15084,United Kingdom,965.2,2,600,482.6,2010-03-04,2010-11-25,2785
12550,Spain,964.83,1,569,964.83,2011-09-21,2011-09-21,2786
16763,United Kingdom,964.7,2,492,482.35,2009-12-01,2011-05-25,2787
17081,United Kingdom,964.39,6,389,160.73,2010-02-22,2011-11-14,2788
15268,United Kingdom,961.9,3,428,320.63,2010-04-13,2010-08-18,2789
15156,United Kingdom,961.49,3,597,320.5,2011-11-06,2011-12-08,2790
17544,United Kingdom,960.69,3,439,320.23,2010-11-14,2010-11-14,2791
14994,United Kingdom,960.63,5,577,192.13,2010-03-26,2010-11-22,2792
